procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0  63005    209    269    0    0     0     0 2999 2380  3  0 97  0  0	
 3  0      0  63005    209    269    0    0     0     0 3003 2382  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     0 3014 2404  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     0 3034 2434  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     0 3024 2422  3  0 97  0  0	
 2  0      0  63005    209    269    0    0     0     0 3240 2874  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     4 3335 3119  3  0 97  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0  63005    209    269    0    0     0     3 2944 2373  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     0 2971 2389  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     0 3014 2411  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     0 3178 2827  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     0 3313 3107  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0     0 2998 2425  3  0 97  0  0	
 1  0      0  63005    209    269    0    0     0    10 3042 2430  3  0 97  0  0	
 3  0      0  63005    209    269    0    0     0     0 3046 2472  3  0 97  0  0	
 1  0      0  63006    209    269    0    0     0     6 3002 2396  3  0 97  0  0	
 1  0      0  63006    209    270    0    0     0     0 3023 2425  3  0 97  0  0	
 1  0      0  63006    209    270    0    0     0     0 3069 2524  3  0 97  0  0	
 1  0      0  63006    209    270    0    0     0     0 2996 2398  3  0 97  0  0	
 1  0      0  63006    209    270    0    0     0     0 3017 2406  3  0 97  0  0	
 2  0      0  63179    209    270    0    0     0     0 2569 2309  2  0 98  0  0	
 0  0      0  63180    209    270    0    0     0     0 1995 2159  0  0 100  0  0	
 2  0      0  63180    209    270    0    0     0     5 1996 2171  0  0 100  0  0	
 0  0      0  63180    209    270    0    0     0     0 2003 2188  0  0 100  0  0	
 0  0      0  63180    209    270    0    0     0     0 2000 2181  0  0 100  0  0	
 0  0      0  63180    209    270    0    0     0     0 2003 2186  0  0 100  0  0	
 3  0      0  63180    209    270    0    0     0     0 1996 2193  0  0 100  0  0	
 0  0      0  63180    209    270    0    0     0     0 2001 2191  0  0 100  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0  63177    209    270    0    0     0     1 2156 2284  0  0 100  0  0	
 0  0      0  63178    209    270    0    0     0    12 2006 2193  0  0 100  0  0	
 0  0      0  63178    209    270    0    0     0    10 2006 2177  0  0 100  0  0	
 0  0      0  63179    209    270    0    0     0     0 1998 2164  0  0 100  0  0	
 2  0      0  63179    209    270    0    0     0     0 1994 2169  0  0 100  0  0	
 0  0      0  63179    209    270    0    0     0     0 1986 2157  0  0 100  0  0	
 0  0      0  63180    209    270    0    0     0     0 1995 2163  0  0 100  0  0	
 0  0      0  63180    209    270    0    0     0     0 1996 2176  0  0 100  0  0	
 2  0      0  63180    209    270    0    0     0     0 1998 2173  0  0 100  0  0	
 2  0      0  63180    209    270    0    0     0     3 1996 2179  0  0 100  0  0	
 0  0      0  63180    209    270    0    0     0     0 2000 2177  0  0 100  0  0	
 0  0      0  63180    209    270    0    0     0     4 2006 2168  0  0 100  0  0	
